label,trait
Bonapartia_pedaliota,0
Boops_boops,0
Boraras_brigittae,0
Boraras_maculatus,0
Boraras_merah,0
Boraras_urophthalmoides,0
Bostockia_porosa,0
Bothus_podas,0
Botia_dario,0
Boulengerochromis_microlepis,0
Bovichtus_variegatus,0
Brachaluteres_jacksonianus,0
Brachyhypopomus_gauderio,1
Brachymystax_lenok,0
Brachypleura_novaezeelandiae,0
Brama_brama,0
Brevibora_dorsiocellata,0
Brosme_brosme,0
Brotula_barbata,0
Bryaninops_yongei,0
Brycinus_macrolepidotus,1
Buglossidium_luteum,0
Cabdio_morar,0
Cabillus_tongarevae,0
Caffrogobius_saldanha,0
Calliclinus_geniguttatus,0
Callionymus_filamentosus,0
Callionymus_lyra,0
Callionymus_maculatus,0
Callionymus_reticulatus,0
Callionymus_schaapii,0
Callochromis_macrops,0
Callogobius_bifasciatus,0
Callogobius_sclateri,0
Callopanchax_occidentalis,0
Campellolebias_brucei,0
Campostoma_anomalum,1
Campostoma_oligolepis,1
Campostoma_ornatum,1
Campostoma_pauciradii,1
Cancelloxus_longior,0
Candidia_barbata,1
Cantherhines_pardalis,0
Cantherhines_pullus,0
Canthidermis_maculata,0
Canthigaster_amboinensis,0
Canthigaster_bennetti,0
Canthigaster_callisterna,0
Canthigaster_compressa,0
Canthigaster_coronata,0
Canthigaster_figueiredoi,0
Canthigaster_jactator,0
Canthigaster_janthinoptera,0
Canthigaster_leoparda,0
Canthigaster_papua,0
Canthigaster_punctatissima,0
Canthigaster_rivulata,0
Canthigaster_rostrata,0
Canthigaster_smithae,0
Canthigaster_solandri,0
Canthigaster_valentini,0
Canthophrys_gongota,0
Caprichthys_gymnura,0
Capropygia_unistriata,0
Capros_aper,0
Caracanthus_unipinna,0
Caranx_crysos,0
Carassius_carassius,0
Carassius_gibelio,0
Carinotetraodon_irrubesco,0
Carinotetraodon_salivator,0
Carinotetraodon_travancoricus,0
Cataetyx_laticeps,0
Catostomus_commersonii,0
Centrarchus_macropterus,1
Centrolophus_niger,0
Cephalopholis_sonnerati,0
Cepola_macrophthalma,0
Ceratias_holboelli,0
Cerdale_floridana,0
Chaenocephalus_aceratus,0
Chaenodraco_wilsoni,0
Chaenopsis_alepidota,0
Chaenopsis_limbaughi,0
Chaenopsis_schmitti,0
Chaetodermis_penicilligerus,0
Chaetodon_semilarvatus,0
Chalceus_macrolepidotus,1
Chalinochromis_brichardi,0
Champsocephalus_esox,0
Champsocephalus_gunnari,0
Champsodon_snyderi,0
Channa_striata,0
Channichthys_rhinoceratus,0
Chanodichthys_erythropterus,1
Chanodichthys_mongolicus,1
Chanos_chanos,0
Characidium_fasciatum,1
Chascanopsetta_lugubris,0
Chauliodus_macouni,0
Chauliodus_sloani,0
Cheimarrichthys_fosteri,0
Chela_cachius,0
Chelaethiops_bibie,0
Chelaethiops_elongatus,0
Chelidonichthys_cuculus,0
Chelidonichthys_kumu,0
Chelidonichthys_lucerna,0
Chelidonichthys_obscurus,0
Chelon_labrosus,0
Chilomycterus_antennatus,0
Chilomycterus_antillarum,0
Chilomycterus_reticulatus,0
Chilomycterus_schoepfii,0
Chionobathyscus_dewitti,0
Chionodraco_hamatus,0
Chionodraco_myersi,0
Chionodraco_rastrospinosus,0
Chlorophthalmus_agassizi,0
Chloroscombrus_chrysurus,0
Chologaster_cornuta,1
Chonerhinos_naritus,0
Chromis_limbata,0
Chromis_viridis,0
Chromobotia_macracanthus,0
Chrosomus_erythrogaster,1
Chrysiptera_cyanea,0
Chrysiptera_rex,0
Chrysophrys_auratus,0
Chrysophrys_major,0
Chuanchia_labiosa,0
Ciliata_septentrionalis,0
Cirrhinus_cirrhosus,0
Cirrhinus_microlepis,0
Cirrhinus_molitorella,0
Cirrhinus_mrigala,0
Cirrhitus_pinnulatus,0
Cirriemblemaria_lucasana,0
Cirripectes_castaneus,0
Cirripectes_filamentosus,0
Cirripectes_quagga,0
Cirripectes_stigmaticus,0
Citharoides_macrolepis,0
Citharus_linguatula,0
Clarias_gariepinus,1
Clinostomus_funduloides,1
Clinus_acuminatus,0
Clinus_agilis,0
Clinus_arborescens,0
Clinus_cottoides,0
Clinus_musaicus,0
Clinus_spatulatus,0
Clinus_superciliosus,0
Clinus_venustris,0
Cnesterodon_decemmaculatus,0
Cnesterodon_hypselurus,0
Cobitis_biwae,0
Cobitis_shikokuensis,0
Cobitis_striata,0
Cobitis_takatsuensis,0
Codoma_ornata,1
Coilia_dussumieri,0
Colomesus_asellus,0
Conger_conger,0
Conger_japonicus,0
Copadichromis_borleyi,0
Coptodon_bakossiorum,0
Coptodon_bemini,0
Coptodon_rendalli,0
Coptodon_snyderae,0
Coralliozetus_angelicus,0
Coralliozetus_boehlkei,0
Coralliozetus_cardonae,0
Coralliozetus_micropes,0
Coralliozetus_springeri,0
Coregonus_autumnalis,1
Coregonus_hoyi,1
Coregonus_kiyi,0
Coregonus_zenithicus,1
Coreoleuciscus_splendidus,1
Coreoperca_kawamebari,0
Corydoras_rabauti,1
Coryphaena_equiselis,0
Coryphaena_hippurus,0
Coryphaenoides_carapinus,0
Coryphaenoides_leptolepis,0
Coryphaenoides_profundicolus,0
Coryphaenoides_rupestris,0
Coryphoblennius_galerita,0
Coryphopterus_dicrus,0
Coryphopterus_hyalinus,0
Coryphopterus_personatus,0
Coryphopterus_punctipectophorus,0
Cottinella_boulengeri,0
Cottocomephorus_grewingkii,0
Cottocomephorus_inermis,0
Cottoperca_gobio,0
Cottunculus_thomsonii,0
Cotylopus_acutipinnis,0
Cotylopus_rubripinnis,0
Couesius_plumbeus,1
Cranoglanis_bouderius,1
Cremnochorites_capensis,0
Crenicichla_frenata,0
Creteuchiloglanis_kamengensis,1
Cristiceps_australis,0
Crossocheilus_nigriloba,0
Crossocheilus_oblongus,0
Crossocheilus_reticulatus,0
Cryodraco_antarcticus,0
Cryodraco_atkinsoni,0
Cryptocentrus_albidorsus,0
Cryptocentrus_cinctus,0
Cryptocentrus_inexplicatus,0
Cryptocentrus_leptocephalus,0
Cryptocentrus_lutheri,0
Cryptocentrus_nigrocellatus,0
Ctenochaetus_binotatus,0
Ctenochaetus_striatus,0
Ctenochaetus_strigosus,0
Ctenochaetus_truncatus,0
Ctenogobiops_aurocingulus,0
Ctenogobiops_formosa,0
Ctenogobiops_mitodes,0
Ctenogobiops_tangaroai,0
Ctenogobiops_tongaensis,0
Ctenolucius_hujeta,1
Ctenopharyngodon_idella,1
Cubiceps_gracilis,0
Culter_alburnus,1
Culter_flavipinnis,1
Cyathopharynx_furcifer,0
Cycleptus_elongatus,1
Cyclocheilichthys_janthochir,1
Cyclopterus_lumpus,0
Cygnodraco_mawsoni,0
Cynodonichthys_magdalenae,0
Cynodonichthys_tenuis,0
Cynoglossus_browni,0
Cynoglossus_senegalensis,0
Cynoscion_regalis,0
Cynotilapia_afra,0
Cyphotilapia_frontosa,0
Cyprichromis_coloratus,0
Cyprichromis_leptosoma,0
Cyprichromis_microlepidotus,0
Cyprichromis_pavo,0
Cyprichromis_zonatus,0
Cyprinella_bocagrande,1
Cyprinella_formosa,1
Cyprinella_garmani,1
Cyprinella_lutrensis,1
Cyprinella_monacha,1
Cyprinella_proserpina,1
Cyprinella_rutila,1
Cyprinella_xanthicara,1
Cyprinus_carpio,0
Dacodraco_hunteri,0
Dactyloptena_orientalis,0
Dactylopterus_volitans,0
Dactyloscopus_lacteus,0
Dallia_pectoralis,0
Danio_aesculapii,0
Danio_albolineatus,0
Danio_choprae,0
Danio_dangila,0
Danio_erythromicron,0
Danio_feegradei,0
Danio_kerri,0
Danio_kyathit,0
Danio_margaritatus,0
Danio_meghalayensis,0
Danio_nigrofasciatus,0
Danio_rerio,0
Danio_roseus,0
Danio_tinwini,0
Danionella_dracula,0
Danionella_mirifica,0
Dascyllus_aruanus,0
Dascyllus_trimaculatus,0
Dawkinsia_arulius,0
Dawkinsia_assimilis,0
Dawkinsia_filamentosa,0
Dawkinsia_tambraparniei,0
Delminichthys_adspersus,1
Delminichthys_ghetaldii,1
Delminichthys_jadovensis,1
Delminichthys_krbavensis,1
Dendrochirus_biocellatus,0
Dentex_angolensis,0
Dentex_canariensis,0
Dentex_dentex,0
Dentex_gibbosus,0
Dentex_macrophthalmus,0
Dentex_maroccanus,0
Denticeps_clupeoides,1
Devario_aequipinnatus,0
Devario_annandalei,0
Devario_apogon,0
Devario_chrysotaeniatus,0
Devario_devario,0
Devario_kakhienensis,0
Devario_laoensis,0
Devario_malabaricus,0
Devario_pathirana,0
Devario_regina,0
Devario_shanensis,0
Devario_sondhii,0
Devario_xyrops,0
Dialommus_macrocephalus,0
Diaphus_metopoclampus,0
Diaphus_watasei,0
Diapterus_auratus,0
Dicentrarchus_labrax,0
Dicentrarchus_punctatus,0
Dicologlossa_cuneata,0
Dimidiochromis_compressiceps,0
Diodon_holocanthus,0
Diodon_hystrix,0
Diodon_liturosus,0
Diodon_nicthemerus,0
Dionda_argentosa,1
Dionda_diaboli,1
Dionda_episcopa,1
Dionda_melanops,1
Dionda_nigrotaeniata,1
Dionda_serena,1
Diplodus_annularis,0
Diplodus_puntazzo,0
Diplodus_sargus_cadenati,0
Diplodus_vulgaris,0
Diplomystes_nahuelbutaensis,1
Diplotaxodon_macrops,0
Discocheilus_wui,0
Discogobio_brachyphysallidos,0
Discogobio_macrophysallidos,0
Discogobio_tetrabarbatus,0
Discogobio_yunnanensis,0
Discolabeo_wuluoheensis,0
Dissostichus_eleginoides,0
Dissostichus_mawsoni,0
Distichodus_antonii,1
Dolloidraco_longedorsalis,0
Dorosoma_cepedianum,0
Echiichthys_vipera,0
Echiodon_cryomargarites,0
Economidichthys_pygmaeus,0
Ecsenius_midas,0
Ecsenius_nalolo,0
Ecsenius_opsifrontalis,0
Ecsenius_pardus,0
Eigenmannia_virescens,1
Ekemblemaria_myersi,0
Ekemblemaria_nigra,0
Elacatinus_atronasus,0
Elacatinus_chancei,0
Elacatinus_evelynae,0
Elacatinus_figaro,0
Elacatinus_genie,0
Elacatinus_horsti,0
Elacatinus_illecebrosus,0
Elacatinus_limbaughi,0
Elacatinus_lori,0
Elacatinus_louisae,0
Elacatinus_oceanops,0
Elacatinus_prochilos,0
Elacatinus_puncticulatus,0
Elacatinus_randalli,0
Elacatinus_xanthiprora,0
Elassoma_alabamae,0
Elassoma_boehlkei,0
Elassoma_evergladei,0
Elassoma_gilberti,0
Elassoma_zonatum,0
Electrona_antarctica,1
Eleginops_maclovinus,0
Eleutheronema_rhadinum,0
Ellopostoma_mystax,0
Elopichthys_bambusa,1
Elops_saurus,0
Embiotoca_jacksoni,0
Emblemaria_diphyodontis,0
Emblemaria_hypacanthus,0
Emblemaria_nivipes,0
Emblemaria_pandionis,0
Emblemaria_piratica,0
Emblemariopsis_randalli,0
Emblemariopsis_signifer,0
Enchelycore_anatina,0
Enchelyopus_cimbrius,0
Engraulicypris_sardella,0
Engraulis_encrasicolus,0
Engraulis_japonicus,0
Enneacanthus_chaetodon,1
Enneacanthus_gloriosus,1
Enneacanthus_obesus,0
Enneanectes_altivelis,0
Enneanectes_boehlkei,0
Enneanectes_carminalis,0
Enneapterygius_abeli,0
Enneapterygius_gruschkai,0
Enneapterygius_tutuilae,0
Enoplosus_armatus,0
Entomacrodus_chiostictus,0
Entomacrodus_nigricans,0
Entomacrodus_niuafoouensis,0
Entomacrodus_striatus,0
Eopsetta_jordani,0
Epalzeorhynchos_bicolor,0
Epigonus_telescopus,0
Epinephelus_aeneus,0
Epinephelus_costae,0
Epinephelus_guttatus,0
Epinephelus_marginatus,0
Epinephelus_tauvina,0
Epiplatys_bifasciatus,0
Epiplatys_lamottei,0
Epiplatys_singa,0
Erimystax_dissimilis,1
Erythrocles_monodi,0
Esomus_ahli,0
Esomus_caudiocellatus,0
Esomus_longimanus,0
Esomus_metallicus,0
Esox_lucius,1
Esox_reichertii,1
Etheostoma_rufilineatum,0
Euchiloglanis_kishinouyei,1
Eucinostomus_gula,0
Eugerres_plumieri,0
Eurypharynx_pelecanoides,0
Eustomias_acinosus,0
Eustomias_filifer,0
Euthynnus_alletteratus,0
Eutrigla_gurnardus,0
Eviota_afelei,0
Exoglossum_laurae,1
Exoglossum_maxillingua,1
Exostoma_labiatum,1
Exyrias_belissimus,0
Favonigobius_exquisitus,0
Favonigobius_melanobranchus,0
Favonigobius_reichei,0
Fistularia_petimba,0
Forbesichthys_agassizii,1
Forbesichthys_papilliferus,1
Formosania_fascicauda,0
Forsterygion_lapillum,0
Fundulopanchax_mirabilis,0
Fusigobius_duospilus,0
Fusigobius_neophytus,0
Fusigobius_signipinnis,0
Gadiculus_argenteus,0
Gadopsis_marmoratus,0
Gadus_morhua,0
Gadus_ogac,0
Gagata_dolichonema,1
Gaidropsarus_mediterraneus,0
Galaxias_brevipinnis,1
Galaxias_gollumoides,1
Galaxias_maculatus,1
Galaxias_neocaledonicus,1
Galaxias_paucispondylus,1
Galaxias_platei,1
Galaxias_zebratus,1
Garra_bicornuta,0
Garra_ceylonensis,0
Garra_congoensis,0
Garra_fasciacauda,0
Garra_flavatra,0
Garra_fuliginosa,0
Garra_kempi,0
Garra_lamta,0
Garra_lissorhynchus,0
Garra_makiensis,0
Garra_micropulvinus,0
Garra_mirofrontis,0
Garra_mullya,0
Garra_nasuta,0
Garra_orientalis,0
Garra_ornata,0
Garra_rufa,0
Garra_spilota,0
Garra_tengchongensis,0
Garra_waterloti,0
Gasterochisma_melampus,0
Gasterosteus_aculeatus,0
Gempylus_serpens,0
Gerlachea_australis,0
Gerres_cinereus,0
Gibbonsia_elegans,0
Gibbonsia_metzi,0
Gibbonsia_montereyensis,0
Gila_atraria,1
Gila_brevicauda,1
Gila_conspersa,1
Gila_cypha,1
Gila_ditaenia,1
Gila_elegans,1
Gila_eremica,1
Gila_minacae,1
Gila_modesta,1
Gila_nigra,1
Gila_nigrescens,1
Gila_orcuttii,1
Gila_pandora,1
Gila_pulchra,1
Gila_purpurea,1
Gila_robusta,1
Gila_seminuda,1
Gillellus_uranidea,0
Ginsburgellus_novemlineatus,0
Girella_punctata,0
Glaridoglanis_andersonii,1
Glaucosoma_buergeri,0
Glaucosoma_hebraicum,0
Glaucosoma_magnificum,0
Glaucosoma_scapulare,0
Glyptocephalus_cynoglossus,0
Glyptosternon_maculatum,1
Glyptothorax_trilineatus,1
Gnathanodon_speciosus,0
Gnathochromis_permaxillaris,0
Gnathodentex_aureolineatus,0
Gnatholebias_zonatus,0
Gnatholepis_cauerensis,0
Gnathopogon_elongatus,1
Gnathopogon_herzensteini,1
Gobiesox_juradoensis,0
Gobiesox_pinniger,0
Gobiesox_rhessodon,0
Gobio_coriparoides,1
Gobio_cynocephalus,1
Gobio_gobio,1
Gobiobotia_meridionalis,1
Gobiobotia_pappenheimi,1
Gobiodon_histrio,0
Gobiodon_quinquestrigatus,0
Gobionotothen_acuta,0
Gobionotothen_gibberifrons,0
Gobiosoma_bosc,0
Gobiosoma_chiquita,0
Gobius_niger,0
Gonorynchus_greyi,0
Grammatotria_lemairii,0
Grammicolepis_brachiusculus,0
Grammistops_ocellatus,0
Greenwoodochromis_bellcrossi,0
Gunnellichthys_monostigma,0
Gymnocephalus_cernua,1
Gymnocypris_eckloni,0
Gymnocypris_waddellii,0
Gymnodraco_acuticeps,0
Gymnothorax_bacalladoi,0
Gymnothorax_favagineus,0
Gymnothorax_maderensis,0
Gymnothorax_miliaris,0
Gymnothorax_polygonius,0
Gymnothorax_reticularis,0
Gymnothorax_unicolor,0
Gymnotus_cylindricus,1
Gyrinocheilus_aymonieri,0
Gyrinocheilus_pennocki,0
Haemulon_aurolineatum,0
Hainania_serrata,1
Halobatrachus_didactylus,0
Halosauropsis_macrochir,0
Haludaria_fasciata,0
Hampala_macrolepidota,0
Haplochromis_degeni,0
Haplochromis_fischeri,0
Haplochromis_nyererei,0
Haplochromis_pyrrhocephalus,0
Haplochromis_riponianus,0
Haplotaxodon_microlepis,0
Haplotaxodon_trifasciatus,0
Harpagifer_antarcticus,0
Helcogramma_ellioti,0
Helcogramma_fuscopinna,0
Helicolenus_dactylopterus,0
Hemibarbus_labeo,1
Hemibarbus_maculatus,1
Hemibarbus_mylodon,1
Hemibates_stenosoma,0
Hemiculter_bleekeri,1
Hemiculter_leucisculus,1
Hemiculter_lucidus,1
Hemiemblemaria_simulus,0
Hemigrammocypris_rasborella,1
Hemitremia_flammea,1
Henicorhynchus_lineatus,0
Henicorhynchus_lobatus,0
Henicorhynchus_ornatipinnis,0
Henicorhynchus_siamensis,0
Hepsetus_odoe,1
Hesperoleucus_symmetricus,1
Heteroclinus_adelaidae,0
Heteropriacanthus_cruentatus,0
Heterostichus_rostratus,0
Hippichthys_penicillus,0
Hippocampus_bargibanti,0
Hippocampus_breviceps,0
Hippocampus_erectus,0
Hippocampus_guttulatus,0
Hippocampus_hippocampus,0
Hippocampus_ingens,0
Hippocampus_patagonicus,0
Hippocampus_reidi,0
Hippocampus_zosterae,0
Hippoglossoides_platessoides,0
Hippoglossus_hippoglossus,0
Hippoglossus_stenolepis,0
Histiobranchus_bathybius,0
Histiodraco_velifer,0
Holacanthus_ciliaris,0
Homaloptera_leonardi,0
Homaloptera_parclitella,0
Hongshuia_paoli,0
Hoplias_malabaricus,1
Hoplostethus_atlanticus,0
Horadandia_atukorali,0
Howella_brodiei,0
Huso_huso,1
Hybognathus_nuchalis,1
Hybognathus_placitus,1
Hybopsis_winchelli,1
Hydrolycus_armatus,1
Hypentelium_nigricans,0
Hyperoplus_lanceolatus,0
Hypleurochilus_aequipinnis,0
Hypleurochilus_fissicornis,0
Hypomesus_nipponensis,0
Hypophthalmichthys_molitrix,1
Hypophthalmichthys_nobilis,1
Hypselobarbus_jerdoni,0
Hypsoblennius_brevipinnis,0
Hypsoblennius_caulopus,0
Hypsoblennius_gentilis,0
Hypsoblennius_gilberti,0
Hypsoblennius_hentz,0
Hypsoblennius_jenkinsi,0
Hypsolebias_flammeus,0
Hypsolebias_flavicaudatus,0
Hypsolebias_magnificus,0
Ictalurus_punctatus,0
Idiacanthus_antrostomus,0
Idiotropiscis_lumnitzeri,0
Incisilabeo_behri,0
Indostomus_paradoxus,0
Iotichthys_phlegethontis,1
Ischikauia_steenackeri,1
Iso_natalensis,0
Istiblennius_dussumieri,0
Istiblennius_edentulus,0
Istiblennius_lineatus,0
Istigobius_decoratus,0
Istigobius_rigilius,0
Istiompax_indica,0
Istiophorus_platypterus,0
Jenynsia_onca,0
Julidochromis_dickfeldi,0
Julidochromis_marlieri,0
Julidochromis_ornatus,0
Julidochromis_regani,0
Kajikia_albida,0
Kajikia_audax,0
Kali_macrura,0
Kathetostoma_giganteum,0
Katsuwonus_pelamis,0
Kentrocapros_rosapinto,0
Knipowitschia_milleri,0
Konia_dikume,0
Konia_eisentrauti,0
Kottelatia_brittani,0
Kraemeria_bryani,0
Kraemeria_cunicularia,0
Kryptolebias_caudomarginatus,0
Kryptolebias_marmoratus,0
Kryptopterus_minor,1
Kuhlia_caudavittata,0
Kuhlia_malo,0
Kuhlia_marginata,0
Kuhlia_mugil,0
Kuhlia_munda,0
Kuhlia_nutabunda,0
Kuhlia_petiti,0
Kuhlia_rupestris,0
Kuhlia_salelea,0
Kuhlia_sandvicensis,0
Kuhlia_sauvagii,0
Kuhlia_xenura,0
Kyphosus_vaigiensis,0
Labeo_angra,0
Labeo_bata,0
Labeo_batesii,0
Labeo_boga,0
Labeo_calbasu,0
Labeo_chrysophekadion,0
Labeo_cyclorhynchus,0
Labeo_forskalii,0
Labeo_horie,0
Labeo_niloticus,0
Labeo_parvus,0
Labeo_rohita,0
Labeo_senegalensis,0
Labeo_stolizkae,0
Labeo_weeksii,0
Labeo_yunnanensis,0
Labeotropheus_fuelleborni,0
Labeotropheus_trewavasae,0
Labidochromis_caeruleus,0
Labiobarbus_lineatus,0
Labiobarbus_ocellatus,0
Labiobarbus_siamensis,0
Labrisomus_haitiensis,0
Labrisomus_nigricinctus,0
Labrisomus_nuchipinnis,0
Labrisomus_xanti,0
Labrus_bergylta,0
Labrus_mixtus,0
Lacantunia_enigmatica,1
Lactarius_lactarius,0
Lactophrys_trigonus,0
Lactoria_cornuta,0
Lactoria_diaphana,0
Lagocephalus_guentheri,0
Lagocephalus_laevigatus,0
Lagocephalus_lunaris,0
Lagocephalus_suezensis,0
Lagocephalus_wheeleri,0
Laimosemion_mahdiaensis,0
Lampris_guttatus,0
Lampris_immaculatus,0
Lamprogrammus_shcherbachevi,0
Lamprologus_callipterus,0
Lamprologus_lemairii,0
Lamprologus_ocellatus,0
Lateolabrax_japonicus,0
Lates_calcarifer,0
Lates_niloticus,0
Latridopsis_ciliaris,0
Laubuca_caeruleostigmata,0
Laubuca_dadiburjori,0
Lavinia_exilicauda,1
Lefua_costata,0
Lefua_echigonia,0
Leiarius_pictus,1
Lentipes_armatus,0
Lentipes_kaaea,0
Leocottus_kesslerii,1
Lepadogaster_lepadogaster,0
Lepidiolamprologus_attenuatus,0
Lepidiolamprologus_elongatus,0
Lepidiolamprologus_kendalli,0
Lepidiolamprologus_mimicus,0
Lepidiolamprologus_profundicola,0
Lepidoblepharon_ophthalmolepis,0
Lepidogalaxias_salamandroides,0
Lepidomeda_albivallis,1
Lepidomeda_vittata,1
Lepidonectes_corallicola,0
Lepidonotothen_squamifrons,0
Lepidopus_caudatus,0
Lepidorhombus_boscii,0
Lepidorhombus_whiffiagonis,0
Lepidotrigla_cavillone,0
Lepisosteus_oculatus,1
Lepisosteus_osseus,1
Lepomis_auritus,1
Lepomis_cyanellus,1
Lepomis_gibbosus,1
Lepomis_gulosus,1
Lepomis_humilis,1
Lepomis_macrochirus,1
Lepomis_marginatus,1
Lepomis_megalotis,1
Lepomis_microlophus,1
Lepomis_miniatus,1
Lepomis_punctatus,1
Lepomis_symmetricus,1
Leptobarbus_hoevenii,0
Leptobotia_pellegrini,0
Leptocypris_niloticus,0
Lethrinops_parvidens,0
Lethrinus_olivaceus,0
Lichia_amia,0
Limanda_limanda,0
Limia_heterandria,0
Limnochromis_abeelei,0
Limnochromis_staneri,0
Limnocottus_bergianus,0
Limnocottus_pallidus,0
Liobagrus_anguillicauda,1
Liopropoma_lunulatum,0
Liparis_fabricii,0
Liparis_montagui,0
Lipophrys_pholis,0
Lipophrys_trigloides,0
Lithognathus_mormyrus,0
Liza_aurata,0
Llanolebias_stellifer,0
Lophius_budegassa,0
Lophius_piscatorius,0
Lophogobius_cyprinoides,0
Lopholatilus_chamaeleonticeps,0
Lovettia_sealii,1
Lucania_goodei,0
Lucayablennius_zingaro,0
Lucifuga_dentata,0
Lucifuga_simile,0
Lucifuga_subterranea,0
Luciobrama_macrocephalus,1
Luciosoma_bleekeri,0
Luciosoma_setigerum,0
Lutjanus_analis,0
Lutjanus_sebae,0
Luxilus_chrysocephalus,1
Lycodapus_antarcticus,0
Lycodes_terraenovae,0
Lythrypnus_dalli,0
Lythrypnus_zebra,0
Macrhybopsis_aestivalis,1
Macrochirichthys_macrochirus,1
Macruronus_novaezelandiae,0
Mahidolia_mystacina,0
Makaira_nigricans,0
Malacoctenus_aurolineatus,0
Malacoctenus_boehlkei,0
Malacoctenus_ebisui,0
Malacoctenus_gigas,0
Malacoctenus_hubbsi,0
Malacoctenus_tetranemus,0
Malacoctenus_triangulatus,0
Malacoctenus_zacae,0
Malacoctenus_zonifer,0
Malacoctenus_zonogaster,0
Malapterurus_microstoma,1
Malayochela_maassi,0
Mancopsetta_maculata,0
Maratecoara_formosa,0
Margariscus_margarita,1
Marilyna_darwinii,0
Mastacembelus_erythrotaenia,0
Maylandia_zebra,0
Mccoskerichthys_sandae,0
Meda_fulgida,1
Megalobrama_amblycephala,1
Megalops_atlanticus,0
Meiacanthus_oualanensis,0
Mekongina_erythrospila,0
Melamphaes_suborbitalis,0
Melanochromis_auratus,0
Melanochromis_vermivorus,0
Melanogrammus_aeglefinus,0
Melanorivulus_pictus,0
Melanorivulus_punctatus,0
Melanorivulus_violaceus,0
Melanotaenia_lacustris,0
Melichthys_indicus,0
Melichthys_niger,0
Melichthys_vidua,0
Mene_maculata,0
Menidia_menidia,0
Menticirrhus_americanus,0
Merlangius_merlangus,0
Merluccius_australis,0
Merluccius_capensis,0
Merluccius_hubbsi,0
Merluccius_merluccius,0
Merluccius_paradoxus,0
Merluccius_polli,0
Merluccius_productus,0
Merluccius_senegalensis,0
Mesogobius_batrachocephalus,1
Metzia_formosae,1
Metzia_lineata,1
Meuschenia_trachylepis,0
Microcanthus_strigatus,0
Microchirus_azevia,0
Microchirus_variegatus,0
Microdesmus_bahianus,0
Microdesmus_carri,0
Microdesmus_longipinnis,0
Microdevario_gatesi,0
Microdevario_kubotai,0
Microglanis_iheringi,1
Microgobius_microlepis,0
Microlipophrys_bauchotae,0
Microlipophrys_caboverdensis,0
Microlipophrys_canevae,0
Microlipophrys_dalmatinus,0
Microlipophrys_velifer,0
Micromesistius_poutassou,0
Microphysogobio_amurensis,1
Microphysogobio_elongatus,1
Microphysogobio_longidorsalis,1
Micropterus_cataractae,1
Micropterus_coosae,1
Micropterus_dolomieu,1
Micropterus_floridanus,1
Micropterus_notius,1
Micropterus_punctulatus,1
Micropterus_salmoides,1
Micropterus_treculii,1
Microrasbora_rubescens,0
Microstomus_kitt,0
Minytrema_melanops,0
Misgurnus_anguillicaudatus,0
Misgurnus_nikolskyi,0
Moapa_coriacea,1
Mola_mola,0
Molva_dypterygia,0
Molva_molva,0
Monacanthus_chinensis,0
Monacanthus_ciliatus,0
Monopterus_albus,0
Monotaxis_grandoculis,0
Moolgarda_cunnesius,0
Mora_moro,0
Mormyrops_anguilloides,0
Morone_saxatilis,0
Mugil_cephalus,0
Mullus_surmuletus,0
Muraena_augusti,0
Muraena_helena,0
Muraena_melanotis,0
Muraena_robusta,0
Muraenoclinus_dorsalis,0
Myaka_myaka,0
Mycteroperca_fusca,0
Mycteroperca_rubra,0
Mylocheilus_caurinus,1
Mylopharodon_conocephalus,1
Mylopharyngodon_piceus,1
Myoxocephalus_quadricornis,1
Myoxocephalus_scorpius,0
Myripristis_berndti,0
Myripristis_violacea,0
Myxocyprinus_asiaticus,0
Nannosalarias_nativitatis,0
Nannostomus_beckfordi,1
Naso_brevirostris,0
Naso_elegans,0
Naso_lituratus,0
Naso_unicornis,0
Naso_vlamingii,0
Nemadactylus_macropterus,0
Nemadactylus_monodactylus,0
Nemateleotris_magnifica,0
Nematolebias_whitei,0
Neobola_bottegoi,0
Neobythites_sivicola,0
Neochanna_burrowsius,1
Neoclinus_blanchardi,0
Neocyttus_helgae,0
Neofundulus_paraguayensis,0
Neolamprologus_brichardi,0
Neolamprologus_buescheri,0
Neolamprologus_fasciatus,0
Neolamprologus_furcifer,0
Neolamprologus_leleupi,0
Neolamprologus_mondabu,0
Neolamprologus_obscurus,0
Neolamprologus_sexfasciatus,0
Neolamprologus_tetracanthus,0
Neolamprologus_tretocephalus,0
Neolamprologus_variostigma,0
Neolamprologus_ventralis,0
Neomerinthe_hemingwayi,0
Neoniphon_argenteus,1
Neoniphon_aurolineatus,0
Neoniphon_sammara,1
Neopagetopsis_ionah,0
Neopomacentrus_bankieri,0
Neosalanx_anderssoni,1
Nerophis_lumbriciformis,0
Nes_longus,0
Nimbochromis_fuscotaeniatus,0
Niphon_spinosus,0
Nipponocypris_sieboldii,1
Nipponocypris_temminckii,1
Nocomis_asper,1
Nocomis_biguttatus,1
Nocomis_effusus,1
Nocomis_leptocephalus,1
Nocomis_micropogon,1
Nocomis_raneyi,1
Notacanthus_bonaparte,0
Notemigonus_crysoleucas,1
Nothobranchius_orthonotus,0
Notolepis_coatsi,0
Notothenia_angustata,0
Notothenia_coriiceps,0
Notothenia_neglecta,0
Notropis_atherinoides,1
Notropis_baileyi,1
Notropis_blennius,1
